Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Facial Injury,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Facial Injury,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Facial Injury,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Facial Injury,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Transported To Hospital,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Transported To Hospital,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Transported To Hospital,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Transported To Hospital,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Hand Injury,,Physical Force,Battery - LEO,Transported To Hospital,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Facial Injury,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Elec Control Devic (ECD),Battery - LEO,Transported To Hospital,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance with violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Narcotics - Posession,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Resistance without violence,Arrest,Aggressive Physical,,Black,Male,30
F17-019,Use of force,02/14/2017,22:49,Officer,Upper Eastside,Police Officer,Hispanic,Male,24,2,Head Injury,,Physical Force,Battery - LEO,Taser Marks,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,30
