"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"0600_1159","TriMet","TRIMET_INCIDENT___PRIORITY",NA,NA,"May",NA,NA,"554499","East_Precinct","25",NA,"797547235","419748","White","Male","Yes",36,"797966983","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"PFA","PFA",NA,NA,NA,NA,NA,NA,"1800_2359","Shots_Fired","SHOTS_FIRED",NA,NA,"July",NA,NA,"987539","East_Precinct","24",NA,"952547827","487246","Black","Male","Yes",31,"953035073","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"PFA","PFA","K9",NA,NA,NA,NA,NA,"0000_0559","Threat","THREAT___WITH_WEAPON_*H",NA,NA,"November",NA,NA,"213461","K9","5",NA,"213549180","582334","White","Male","Yes",21,"214131514","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"PIT___VIS","Strikes_kicks",NA,NA,NA,NA,NA,NA,"0000_0559","Threat","THREAT___WITH_WEAPON_*H",NA,NA,"November",NA,NA,"232271","East_Precinct","3",NA,"213549180","582334","White","Male","Yes",21,"214131514","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Threat","THREAT___WITH_WEAPON_*H",NA,NA,"November",NA,NA,"552501","East_Precinct","11",NA,"213549180","582334","White","Male","Yes",21,"214131514","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Threat","THREAT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","973138","East_Precinct","28",NA,"180547409","4135100","White","Female","No",62,"184682509","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","TriMet","TRIMET_INCIDENT___PRIORITY",NA,NA,"January",NA,"No_weapon_unarmed","686210","East_Precinct","5",NA,"522545913","4079821","Black","Female","Yes",28,"526625734","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","TriMet","TRIMET_INCIDENT___PRIORITY",NA,NA,"January",NA,"No_weapon_unarmed","775419","East_Precinct","19",NA,"522545913","4079821","Black","Female","Yes",28,"526625734","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Threat","THREAT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","1005939","East_Precinct","21",NA,"180547409","4135100","White","Female","No",62,"184682509","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Threat","THREAT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","281069","Family_Services","21",NA,"180547409","4135100","White","Female","No",62,"184682509","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"November",NA,NA,"500492","North_Precinct","1",NA,"939548987","351700","White","Male","Yes",40,"939900687","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Resisted_HC","Hobble","Control_Against_Resistance",NA,NA,NA,NA,"1200_1759","Theft","THEFT___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","713409","East_Precinct","18",NA,"898548786","1507941","White","Male","No",34,"900056727","Active","Active","Aggressive","Active",NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III",NA,NA,NA,NA,NA,NA,"1800_2359","Threat","THREAT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","774521","East_Precinct","11",NA,"180547409","4135100","White","Female","No",62,"184682509","Active","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"November",NA,NA,"1031451","Traffic","1",NA,"939548987","351700","White","Male","Yes",40,"939900687","Aggressive","Aggressive","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Takedown_II_and_III","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Theft","THEFT___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","358482","North_Precinct","0",NA,"898548786","1507941","White","Male","No",34,"900056727","Active","Aggressive","Aggressive",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Assist","ASSIST___CITIZEN_OR_AGENCY",NA,NA,"September",NA,"No_weapon_unarmed","645211","Central_Precinct","1",NA,"748548575","4140510","Black","Male","Yes",51,"752689085","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
NA,"II","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_II_and_III",NA,NA,NA,NA,NA,NA,NA,"1200_1759","TriMet","TRIMET_INCIDENT___PRIORITY",NA,NA,"January",NA,NA,"990539","East_Precinct","18",NA,"522545913","137615","Hispanic","Male","Yes",24,"522683528","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NA,"II","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance","Takedown_IV","Resisted_HC",NA,NA,NA,NA,"1200_1759","Theft","THEFT___COLD",NA,NA,"February",NA,"No_weapon_unarmed","747119","North_Precinct","21",NA,"865546076","404330","Black","Female","Yes",32,"865950406","Active","Active","Active","Active",NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Theft","THEFT___PRIORITY",NA,NA,"February",NA,"No_weapon_unarmed","374178","North_Precinct","27",NA,"865546076","404330","Black","Female","Yes",32,"865950406","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Theft","THEFT___COLD",NA,NA,"February",NA,"No_weapon_unarmed","291271","North_Precinct","2",NA,"865546076","404330","Black","Female","Yes",32,"865950406","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Release_to_Medical","Tuesday",NA,NA,NA,"CEW",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","September",NA,NA,"177561","SERT","10",NA,"857548506","4139029","White","Female","Yes",31,"861687535","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","935542","East_Precinct","0",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","277472","East_Precinct","1",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","355481","East_Precinct","12",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","514690","East_Precinct","16",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","613201","East_Precinct","1",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","221462","East_Precinct","1",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Cited","Wednesday",NA,NA,NA,"K9",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","757219","K9","21",NA,"117549389","3776035","White","Male","Yes",41,"121325424","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Wednesday",NA,NA,NA,"CEW","CEW",NA,NA,NA,NA,NA,NA,"0600_1159","Area_Premise_Check","AREA_CHECK",NA,NA,"November",NA,NA,"841729","East_Precinct","24",NA,"546549123","1791495","White","Male","Yes",39,"548340618","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Wednesday",NA,NA,NA,"Control_Against_Resistance","CEW",NA,NA,NA,NA,NA,NA,"0600_1159","Area_Premise_Check","AREA_CHECK",NA,NA,"November",NA,NA,"828628","East_Precinct","25",NA,"546549123","1791495","White","Male","Yes",39,"548340618","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Wednesday",NA,NA,NA,"K9",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Area_Premise_Check","PREMISE_CHECK",NA,NA,"August",NA,"No_weapon_unarmed","232269","K9","17",NA,"76548108","4148717","White","Male","Yes",40,"80696825","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Felony","Wednesday",NA,NA,NA,"K9",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Suspicious","SUSPICIOUS___WITH_WEAPON_*H",NA,NA,"January",NA,NA,"772720","SERT","16",NA,"97545748","431034","White","Male","No",28,"97976782","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,"II","Arrest_Other_Agency","Wednesday",NA,NA,NA,"K9",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Other","FOLLOW_UP",NA,NA,"March",NA,"No_weapon_unarmed","916531","TOD","10",NA,"784546675","319181","Black","Male","Yes",49,"784865856","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","45_54",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
NA,"II","Arrest_Warrant","Wednesday","Firearm",NA,NA,"Ram___VIS",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Burglary","BURGLARY___PRIORITY_*H",NA,NA,"January",NA,NA,"1049550","North_Precinct","18",NA,"258545770","487576","Black","Male","No",27,"259033346","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"II","Detained_and_Released","Wednesday",NA,NA,NA,"Kinetic_Impact_Projectile_KIP",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","October",NA,NA,"562900","Central_Precinct","16",NA,"524548863","333945","White","Male","No",39,"524882808","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"II","Detained_and_Released","Wednesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Burglary","BURGLARY___PRIORITY_*H",NA,NA,"January",NA,"No_weapon_unarmed","462388","North_Precinct","21",NA,"258545770","509115","Black","Male","Unknown",29,"259054885","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
NA,"II","Release_to_Medical","Wednesday",NA,NA,NA,"CEW",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"639010","SERT","15",NA,"746548245","4139029","White","Female","Yes",31,"750687274","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
NA,"II","Release_to_Medical","Wednesday",NA,NA,NA,"Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP",NA,NA,NA,NA,NA,"1800_2359","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"852231","East_Precinct","2",NA,"231548250","1782264","White","Male","No",59,"233330514","Aggressive","Aggressive","Aggressive",NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"II","Release_to_Medical","Wednesday",NA,NA,NA,"Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP","Kinetic_Impact_Projectile_KIP",NA,NA,NA,"1800_2359","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"927141","East_Precinct","3",NA,"231548250","1782264","White","Male","No",59,"233330514","Aggressive","Aggressive","Aggressive","Aggressive","Aggressive",NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"II","Release_to_Medical","Wednesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Behavioral_Health","ECIT","Knife___Edged_Weapon___Stabbing_Instrument","Yes","August",NA,NA,"321971","East_Precinct","10",NA,"231548250","1782264","White","Male","No",59,"233330514","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","55_65",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"II","Arrest_Misdemeanor","Thursday",NA,NA,NA,"Kinetic_Impact_Projectile_KIP",NA,NA,NA,NA,NA,NA,NA,"0000_0559","TriMet","TRIMET_INCIDENT___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument",NA,"April",NA,NA,"434191","East_Precinct","2",NA,"701546744","235757","White","Male","Yes",49,"701782501","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","45_54",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"II","Arrest_Warrant","Thursday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Stolen_Vehicle","VEHICLE_STOLEN___PRIORITY",NA,NA,"January",NA,NA,"961440","North_Precinct","11",NA,"969545937","406732","White","Male","No",23,"969952669","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"II","Arrest_Warrant","Thursday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Stolen_Vehicle","VEHICLE_STOLEN___PRIORITY",NA,NA,"January",NA,NA,"198958","SERT","29",NA,"969545937","406732","White","Male","No",23,"969952669","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"II","Arrest_Warrant","Thursday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Stolen_Vehicle","VEHICLE_RECOVERED",NA,NA,"January",NA,"No_weapon_unarmed","228170","North_Precinct","13",NA,"76545698","265010","White","Male","Yes",41,"76810708","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"II","Arrest_Warrant","Thursday",NA,NA,"Firearm___Replica","CEW","PFA",NA,NA,NA,NA,NA,NA,"0000_0559","Escape_Pursuit","FOOT_PURSUIT_*H",NA,NA,"December",NA,NA,"948240","North_Precinct","13",NA,"292549330","703211","White","Male","Yes",27,"293252541","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"II","Cite_and_Release","Thursday",NA,NA,NA,"K9",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Stolen_Vehicle","VEHICLE_RECOVERED",NA,NA,"April",NA,"No_weapon_unarmed","757219","TOD","20",NA,"669547004","372611","White","Male","Yes",27,"669919615","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","25_34",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"II","Release_to_Medical","Thursday",NA,NA,NA,"CEW","CEW",NA,NA,NA,NA,NA,NA,"1200_1759","Burglary","BURGLARY___PRIORITY_*H",NA,"Yes","January",NA,"No_weapon_unarmed","227170","North_Precinct","13",NA,"722545855","587293","Black","Male","No",31,"723133148","Aggressive","Passive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"II","Arrest_Felony","Friday",NA,NA,NA,"Control_Against_Resistance","CEW",NA,NA,NA,NA,NA,NA,"1800_2359","Traffic_Stop","TRAFFIC_STOP",NA,NA,"December",NA,"No_weapon_unarmed","283071","North_Precinct","4",NA,"708549474","3652913","Hispanic","Male","No",28,"712202387","Active","Aggressive",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NA,"II","Arrest_Felony","Friday",NA,NA,NA,"Control_Against_Resistance","CEW",NA,NA,NA,NA,NA,NA,"1800_2359","Traffic_Stop","TRAFFIC_STOP",NA,NA,"December",NA,"No_weapon_unarmed","1064051","North_Precinct","4",NA,"708549474","3652913","Hispanic","Male","No",28,"712202387","Active","Aggressive",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
